ID,MS_SubClass,MS_Zoning,Lot_Area,Bldg_Type,House_Style,Year_Built,Roof_Matl,Exterior_1st,Mas_Vnr_Type,Foundation,Total_Bsmt_SF,Bsmt_Fin_Pct,Heating,Central_Air,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Garage_Type,Garage_Cars,Garage_Area,Fireplaces,Pool_Area,Mo_Sold,Year_Sold,Sale_Type,Sale_Price
121,One_Story_1946_and_Newer_All_Styles,FS-RL,11394,1FamDet,1-Story,2010,CompShg,VinylSd,Stone,PConc,1856,77.8,GasA,Y,1856,1,0,1,1,1,8,Attchd,3,834,1,0,6,2010,New,394432
122,One_Story_1946_and_Newer_All_Styles,RL,19138,1FamDet,1-Story,1951,CompShg,VinylSd,None,CBlock,864,13.8,GasA,Y,864,0,0,1,0,2,4,Detchd,2,400,0,0,6,2010,WRD,141000
123,One_Story_1946_and_Newer_All_Styles,RL,14145,1FamDet,1-Story,1984,CompShg,Wd Sdng,None,CBlock,1208,17.6,GasA,Y,1621,1,0,2,0,3,8,Attchd,2,440,0,0,5,2006,WRD,202500
124,One_Story_1946_and_Newer_All_Styles,RL,12546,1FamDet,1-Story,1981,CompShg,MetalSd,BrkFace,CBlock,1440,47,GasA,Y,1440,0,0,2,0,3,7,Attchd,2,467,1,0,4,2007,WRD,182900
125,Two_Story_1946_and_Newer,RL,20544,1FamDet,2-Story,1986,CompShg,Plywood,BrkFace,CBlock,791,0,GasA,Y,2093,0,0,2,1,3,7,Attchd,2,542,1,0,11,2008,WRD,215000
126,Two_Story_1946_and_Newer,RL,20544,1FamDet,2-Story,1986,CompShg,Plywood,BrkFace,CBlock,791,0,GasA,Y,2093,0,0,2,1,3,7,Attchd,2,542,1,0,11,2008,WRD,215000
127,One_Story_1946_and_Newer_All_Styles,RL,12680,1FamDet,1-Story,1988,CompShg,Plywood,BrkFace,CBlock,1675,58.6,GasA,Y,1688,1,0,2,0,2,6,Attchd,2,528,1,0,6,2008,WRD,226500
128,One_Story_1946_and_Newer_All_Styles,RL,12680,1FamDet,1-Story,1988,CompShg,Plywood,BrkFace,CBlock,1675,58.6,GasA,Y,1688,1,0,2,0,2,6,Attchd,2,528,1,0,6,2008,WRD,226500
129,One_Story_1946_and_Newer_All_Styles,RL,12090,1FamDet,1-Story,1981,CompShg,MetalSd,BrkFace,CBlock,1422,57.3,GasA,Y,1422,0,0,2,0,3,7,Attchd,2,576,1,0,6,2008,WRD,175500
130,One_Story_1946_and_Newer_All_Styles,RL,12090,1FamDet,1-Story,1981,CompShg,MetalSd,BrkFace,CBlock,1422,57.3,GasA,Y,1422,0,0,2,0,3,7,Attchd,2,576,1,0,6,2008,WRD,175500
131,Two_Story_1946_and_Newer,RL,12090,1FamDet,2-Story,1981,CompShg,MetalSd,BrkFace,CBlock,725,44.2,GasA,Y,1479,0,0,2,1,3,6,Attchd,2,484,1,0,3,2007,WRD,176000
132,One_Story_1946_and_Newer_All_Styles,RL,10825,1FamDet,1-Story,1983,CompShg,WdShing,BrkFace,CBlock,1260,59.2,GasA,Y,1260,1,0,2,0,3,6,Attchd,2,598,0,0,7,2008,WRD,181900
133,One_Story_1946_and_Newer_All_Styles,RL,10825,1FamDet,1-Story,1983,CompShg,WdShing,BrkFace,CBlock,1260,59.2,GasA,Y,1260,1,0,2,0,3,6,Attchd,2,598,0,0,7,2008,WRD,181900
134,One_and_Half_Story_Finished_All_Ages,RL,13837,1FamDet,1.5 Fin,1988,CompShg,HdBoard,BrkFace,PConc,1204,100,GasA,Y,2183,0,0,2,1,4,9,Attchd,3,786,0,0,2,2006,WRD,229000
135,One_Story_1946_and_Newer_All_Styles,RL,13175,1FamDet,1-Story,1978,CompShg,Plywood,Stone,CBlock,1542,61.8,GasA,Y,2073,1,0,2,0,3,7,Attchd,2,500,2,0,2,2010,WRD,210000
136,One_Story_1946_and_Newer_All_Styles,RL,17043,1FamDet,1-Story,1979,CompShg,HdBoard,None,CBlock,1362,0,GasA,Y,1586,0,0,2,0,3,7,Attchd,2,435,1,0,1,2009,WRD,181000
137,One_Story_1946_and_Newer_All_Styles,RL,18559,1FamDet,1-Story,1978,CompShg,Plywood,BrkFace,CBlock,2048,67.9,GasA,Y,2064,1,0,2,0,3,7,Attchd,2,550,2,0,8,2008,WRD,235000
138,One_Story_1946_and_Newer_All_Styles,RL,14450,1FamDet,1-Story,1979,CompShg,Plywood,BrkFace,CBlock,1782,73.6,GasA,Y,1782,0,1,2,0,3,6,Attchd,2,551,1,0,3,2008,WRD,220000
139,One_Story_1946_and_Newer_All_Styles,RL,14450,1FamDet,1-Story,1979,CompShg,Plywood,BrkFace,CBlock,1782,73.6,GasA,Y,1782,0,1,2,0,3,6,Attchd,2,551,1,0,3,2008,WRD,220000
140,Two_Story_1946_and_Newer,RL,12227,1FamDet,2-Story,1977,CompShg,HdBoard,BrkFace,CBlock,1330,67.3,GasA,Y,2872,1,0,2,1,4,11,Attchd,2,619,1,0,7,2008,WRD,272000
141,Two_Story_1946_and_Newer,RL,12227,1FamDet,2-Story,1977,CompShg,HdBoard,BrkFace,CBlock,1330,67.3,GasA,Y,2872,1,0,2,1,4,11,Attchd,2,619,1,0,7,2008,WRD,272000
142,Two_Story_1946_and_Newer,RL,16659,1FamDet,2-Story,1977,CompShg,Plywood,BrkFace,CBlock,795,100,GasA,Y,2263,1,0,2,1,3,9,Attchd,2,539,1,0,3,2006,WRD,235000
143,One_Story_1946_and_Newer_All_Styles,RL,13068,1FamDet,1-Story,1976,CompShg,HdBoard,BrkFace,PConc,1211,77.4,GasA,Y,1211,1,0,2,0,3,6,Attchd,2,461,1,0,11,2008,WRD,161000
144,Two_Story_1946_and_Newer,RL,12046,1FamDet,2-Story,1976,CompShg,Plywood,BrkFace,CBlock,848,18.3,GasA,Y,2030,0,0,2,1,4,8,Attchd,2,551,1,0,6,2007,WRD,195000
145,Two_Story_1946_and_Newer,RL,18800,1FamDet,2-Story,1976,CompShg,HdBoard,BrkFace,PConc,796,89.4,GasA,Y,1574,1,0,2,1,3,6,Attchd,2,566,1,0,7,2006,WRD,190000
146,Split_Foyer,RL,10464,1FamDet,S/Foyer,1980,CompShg,HdBoard,BrkFace,CBlock,988,86.0323886639676,GasA,Y,1102,1,0,1,0,2,5,Attchd,2,582,1,0,6,2006,WRD,169000
147,Split_or_Multilevel,RL,10395,1FamDet,S/Level,1978,CompShg,HdBoard,BrkFace,CBlock,1032,58.6,GasA,Y,1032,0,1,2,0,3,6,Attchd,2,564,1,0,7,2007,WRD,148000
148,One_Story_1946_and_Newer_All_Styles,RL,10400,1FamDet,1-Story,1988,CompShg,Wd Sdng,BrkFace,CBlock,1845,50.3,GasA,Y,1872,0,1,2,0,3,6,Attchd,2,604,1,0,6,2006,WRD,241500
149,Two_Story_1946_and_Newer,RL,10400,1FamDet,2-Story,1980,CompShg,HdBoard,BrkFace,CBlock,738,0,GasA,Y,2044,0,0,2,1,3,7,Attchd,2,489,1,0,3,2008,WRD,185000
150,Two_Story_1946_and_Newer,RL,10400,1FamDet,2-Story,1980,CompShg,HdBoard,BrkFace,CBlock,738,0,GasA,Y,2044,0,0,2,1,3,7,Attchd,2,489,1,0,3,2008,WRD,185000
151,Two_Story_1946_and_Newer,RL,10530,1FamDet,2-Story,1978,CompShg,Plywood,BrkFace,CBlock,945,0,GasA,Y,1857,0,0,2,1,4,8,Attchd,2,482,1,0,7,2006,WRD,188900
152,One_Story_1946_and_Newer_All_Styles,RL,10240,1FamDet,1-Story,1980,CompShg,Plywood,BrkFace,CBlock,1686,100,GasA,Y,1686,1,0,2,0,3,7,Attchd,2,612,1,0,5,2006,WRD,207500
153,Two_Story_1946_and_Newer,RL,16692,1FamDet,2-Story,1978,CompShg,Plywood,BrkFace,CBlock,1392,90.4,GasA,Y,2784,1,0,3,1,5,12,Attchd,2,564,2,519,7,2006,WRD,250000
154,Two_Story_1946_and_Newer,RL,10793,1FamDet,2-Story,1969,CompShg,WdShing,BrkFace,CBlock,780,100,GasA,Y,1620,0,0,2,1,4,7,Attchd,2,462,0,0,4,2007,WRD,152000
155,Two_Story_1946_and_Newer,RL,11475,1FamDet,2-Story,1975,CompShg,VinylSd,None,CBlock,713,77.1,GasA,Y,1552,1,0,2,1,3,6,Attchd,2,434,1,0,2,2006,WRD,179900
156,Two_Story_1946_and_Newer,RL,9743,1FamDet,2-Story,1969,CompShg,VinylSd,None,CBlock,720,38.8,GasA,Y,1308,0,0,1,1,3,7,Detchd,2,484,0,0,6,2008,WRD,146900
157,Two_Story_1946_and_Newer,RL,9743,1FamDet,2-Story,1969,CompShg,VinylSd,None,CBlock,720,38.8,GasA,Y,1308,0,0,1,1,3,7,Detchd,2,484,0,0,6,2008,WRD,146900
158,Two_Story_1946_and_Newer,RL,12511,1FamDet,2-Story,1978,WdShake,Plywood,BrkFace,PConc,1420,69.5,GasA,Y,2840,0,1,2,1,4,8,Attchd,4,1314,2,0,12,2008,WRD,292500
159,Two_Story_1946_and_Newer,RL,12511,1FamDet,2-Story,1978,WdShake,Plywood,BrkFace,PConc,1420,69.5,GasA,Y,2840,0,1,2,1,4,8,Attchd,4,1314,2,0,12,2008,WRD,292500
160,One_Story_1946_and_Newer_All_Styles,RL,12243,1FamDet,1-Story,1971,CompShg,Plywood,None,CBlock,1484,67.2,GasA,Y,1484,0,0,2,0,3,7,Attchd,2,487,1,0,2,2007,WRD,175000
161,Split_Foyer,RL,9927,1FamDet,S/Foyer,1976,CompShg,VinylSd,Stone,CBlock,1047,95.9,GasA,Y,1083,1,0,1,0,2,5,Attchd,2,596,1,0,7,2006,WRD,172000
162,Two_Story_1946_and_Newer,RL,11700,1FamDet,2-Story,1968,CompShg,HdBoard,BrkFace,CBlock,702,79.6,GasA,Y,1743,0,1,1,2,3,7,Attchd,2,539,1,0,6,2007,WRD,175000
163,One_Story_1946_and_Newer_All_Styles,RL,10400,1FamDet,1-Story,1976,CompShg,HdBoard,BrkFace,CBlock,1444,0,GasA,Y,1444,0,0,2,0,2,5,Attchd,2,473,1,0,4,2008,WRD,159900
164,One_Story_1946_and_Newer_All_Styles,RL,10400,1FamDet,1-Story,1976,CompShg,HdBoard,BrkFace,CBlock,1444,0,GasA,Y,1444,0,0,2,0,2,5,Attchd,2,473,1,0,4,2008,WRD,159900
165,Two_Story_1946_and_Newer,RL,10480,1FamDet,2-Story,1976,CompShg,Plywood,BrkFace,CBlock,803,50.1,GasA,Y,1964,0,0,2,1,4,8,Attchd,2,483,1,0,9,2008,WRD,205000
166,Two_Story_1946_and_Newer,RL,10480,1FamDet,2-Story,1976,CompShg,Plywood,BrkFace,CBlock,803,50.1,GasA,Y,1964,0,0,2,1,4,8,Attchd,2,483,1,0,9,2008,WRD,205000
167,Split_or_Multilevel,RL,8991,1FamDet,S/Level,1976,CompShg,Plywood,Stone,CBlock,1228,100,GasA,Y,1324,0,1,2,0,3,5,Attchd,2,585,1,0,2,2007,WRD,174000
168,Two_Story_1946_and_Newer,F-VR,9512,1FamDet,2-Story,2005,CompShg,VinylSd,None,PConc,960,82,GasA,Y,2318,1,0,2,1,3,8,BuiltIn,2,541,1,0,6,2006,New,294323
169,Split_or_Multilevel,RL,10530,1FamDet,S/Level,1975,CompShg,Plywood,BrkFace,CBlock,675,81.1,GasA,Y,1875,0,0,3,0,3,8,Attchd,2,485,1,0,6,2006,WRD,184500
170,One_Story_1946_and_Newer_All_Styles,RL,10140,1FamDet,1-Story,1975,CompShg,HdBoard,None,CBlock,1056,74.6,GasA,Y,1074,1,0,1,1,3,6,Attchd,2,495,0,0,7,2006,WRD,153500
171,Two_Story_1946_and_Newer,RL,10140,1FamDet,2-Story,1976,CompShg,HdBoard,None,PConc,832,23.3,GasA,Y,1664,0,0,2,1,4,8,Attchd,2,528,1,0,3,2006,WRD,162900
172,One_Story_1946_and_Newer_All_Styles,RL,10140,1FamDet,1-Story,1974,CompShg,HdBoard,BrkFace,CBlock,1040,100,GasA,Y,1309,1,0,1,1,3,5,Attchd,2,484,1,648,1,2006,WRD,181000
173,One_Story_1946_and_Newer_All_Styles,RL,10000,1FamDet,1-Story,1974,CompShg,HdBoard,BrkFace,CBlock,1103,68.4,GasA,Y,1103,0,0,2,0,3,6,Attchd,2,462,0,0,6,2006,WRD,155000
174,One_Story_1946_and_Newer_All_Styles,RL,10000,1FamDet,1-Story,1973,CompShg,HdBoard,None,CBlock,1176,92.1,GasA,Y,1178,0,1,1,1,3,5,Attchd,2,439,1,0,11,2008,WRD,157000
175,Two_Story_1946_and_Newer,RL,14311,1FamDet,2-Story,1996,CompShg,VinylSd,BrkFace,PConc,1236,82.7,GasA,Y,2340,1,0,2,1,4,9,Attchd,3,787,1,0,6,2008,WRD,306000
176,Two_Story_1946_and_Newer,RL,14311,1FamDet,2-Story,1996,CompShg,VinylSd,BrkFace,PConc,1236,82.7,GasA,Y,2340,1,0,2,1,4,9,Attchd,3,787,1,0,6,2008,WRD,306000
177,Duplex_All_Styles_and_Ages,RL,9000,Duplex,2-Story,1974,CompShg,VinylSd,None,CBlock,896,0,GasA,Y,1792,0,0,2,2,4,8,Detchd,2,480,0,0,6,2008,WRD,133000
178,Duplex_All_Styles_and_Ages,RL,9000,Duplex,2-Story,1974,CompShg,VinylSd,None,CBlock,896,0,GasA,Y,1792,0,0,2,2,4,8,Detchd,2,480,0,0,6,2008,WRD,133000
179,One_Story_1946_and_Newer_All_Styles,RL,9750,1FamDet,1-Story,1969,CompShg,HdBoard,None,CBlock,1054,98.6,GasA,Y,1054,1,0,1,1,3,6,Attchd,2,460,0,0,7,2008,WRD,151000
180,One_Story_1946_and_Newer_All_Styles,RL,9750,1FamDet,1-Story,1969,CompShg,HdBoard,None,CBlock,1054,98.6,GasA,Y,1054,1,0,1,1,3,6,Attchd,2,460,0,0,7,2008,WRD,151000
181,One_Story_1946_and_Newer_All_Styles,RL,10295,1FamDet,1-Story,1969,CompShg,HdBoard,BrkFace,CBlock,936,26.9,GasA,Y,936,0,0,1,0,2,4,Attchd,1,288,0,0,9,2008,COD,111900
182,One_Story_1946_and_Newer_All_Styles,RL,10295,1FamDet,1-Story,1969,CompShg,HdBoard,BrkFace,CBlock,936,26.9,GasA,Y,936,0,0,1,0,2,4,Attchd,1,288,0,0,9,2008,COD,111900
183,One_Story_1946_and_Newer_All_Styles,RL,10530,1FamDet,1-Story,1971,CompShg,Plywood,None,CBlock,981,32.3,GasA,Y,981,1,0,1,1,3,5,Detchd,2,576,0,0,3,2007,WRD,143250
184,One_Story_1946_and_Newer_All_Styles,RL,11241,1FamDet,1-Story,1970,CompShg,Wd Sdng,BrkFace,CBlock,1004,57.5,GasA,Y,1004,1,0,1,0,2,5,Attchd,2,480,1,0,3,2010,WRD,149000
185,Two_Story_1946_and_Newer,RL,7472,1FamDet,2-Story,1972,CompShg,HdBoard,BrkFace,CBlock,725,86.3,GasA,Y,1479,1,0,1,1,4,7,Attchd,2,484,0,0,6,2007,WRD,184000
186,One_Story_1946_and_Newer_All_Styles,RL,12537,1FamDet,1-Story,1971,CompShg,VinylSd,None,CBlock,1078,68,GasA,Y,1078,1,0,1,1,3,6,Attchd,2,500,1,0,4,2010,WRD,149900
187,One_Story_1946_and_Newer_All_Styles,RL,8450,1FamDet,1-Story,1968,CompShg,VinylSd,None,CBlock,1056,73.3,GasA,Y,1056,1,0,1,0,3,6,Attchd,1,304,1,0,7,2010,WRD,142000
188,One_Story_1946_and_Newer_All_Styles,RL,8125,1FamDet,1-Story,1971,CompShg,HdBoard,None,CBlock,858,71.5,GasA,Y,858,0,0,1,0,3,5,No_Garage,0,0,0,0,6,2006,WRD,88000
189,One_Story_1946_and_Newer_All_Styles,RL,7560,1FamDet,1-Story,1971,CompShg,MetalSd,None,CBlock,864,84.7,GasA,Y,864,1,0,1,0,3,5,Detchd,2,576,0,0,5,2008,WRD,123000
190,One_Story_1946_and_Newer_All_Styles,RL,7560,1FamDet,1-Story,1971,CompShg,MetalSd,None,CBlock,864,84.7,GasA,Y,864,1,0,1,0,3,5,Detchd,2,576,0,0,5,2008,WRD,123000
191,One_Story_1946_and_Newer_All_Styles,RL,8400,1FamDet,1-Story,1970,CompShg,Plywood,None,CBlock,882,100,GasA,Y,882,1,0,1,0,2,4,Attchd,2,525,0,0,4,2010,WRD,126000
192,One_Story_1946_and_Newer_All_Styles,RL,8294,1FamDet,1-Story,1971,CompShg,MetalSd,None,CBlock,858,0,GasA,Y,872,0,0,1,0,3,5,Detchd,4,480,0,0,6,2007,WRD,123000
193,One_Story_1946_and_Newer_All_Styles,RL,7340,1FamDet,1-Story,1971,CompShg,HdBoard,None,CBlock,858,37.5,GasA,Y,858,0,0,1,0,2,4,Detchd,1,684,0,0,6,2007,WRD,110000
194,One_Story_1946_and_Newer_All_Styles,RL,7200,1FamDet,1-Story,1971,CompShg,HdBoard,None,CBlock,864,74,GasA,Y,874,0,1,1,0,3,5,Detchd,2,576,0,0,3,2006,WRD,97500
195,One_Story_1946_and_Newer_All_Styles,RL,12735,1FamDet,1-Story,1972,CompShg,MetalSd,None,CBlock,864,69.4,GasA,Y,864,0,0,1,0,3,5,Detchd,2,576,0,0,4,2008,COD,111250
196,One_Story_1946_and_Newer_All_Styles,RL,12735,1FamDet,1-Story,1972,CompShg,MetalSd,None,CBlock,864,69.4,GasA,Y,864,0,0,1,0,3,5,Detchd,2,576,0,0,4,2008,COD,111250
197,One_Story_1946_and_Newer_All_Styles,RL,10500,1FamDet,1-Story,1971,CompShg,HdBoard,None,CBlock,864,50,GasA,Y,864,0,0,1,0,3,5,No_Garage,0,0,1,0,4,2010,Con,115000
198,One_Story_1946_and_Newer_All_Styles,RL,9000,1FamDet,1-Story,1971,CompShg,HdBoard,None,PConc,864,71.2,GasA,Y,864,0,0,1,0,3,5,Detchd,2,528,0,0,5,2007,WRD,120500
199,One_Story_PUD_1946_and_Newer,F-PRD,4058,Twnhs-E,S/Foyer,1998,CompShg,MetalSd,BrkFace,PConc,723,100,GasA,Y,767,1,0,1,0,1,4,Attchd,1,367,0,0,6,2007,WRD,133000
200,One_Story_PUD_1946_and_Newer,F-PRD,8773,Twnhs-E,1-Story,2002,CompShg,MetalSd,None,PConc,1487,63.9,GasA,Y,1419,1,0,2,0,2,4,Attchd,2,543,0,0,9,2006,WRD,190000
201,One_Story_PUD_1946_and_Newer,F-PRD,5858,Twnhs-E,1-Story,1999,CompShg,MetalSd,None,PConc,1405,74.8,GasA,Y,1337,1,0,2,0,2,5,Attchd,2,511,1,0,6,2010,WRD,184000
202,Two_Story_PUD_1946_and_Newer,F-PRD,2760,Twnhs-E,2-Story,1973,CompShg,HdBoard,BrkFace,CBlock,525,0,GasA,Y,1092,0,0,1,1,3,6,Detchd,2,440,0,0,12,2006,WRD,105500
203,Two_Story_PUD_1946_and_Newer,F-PRD,2205,Twnhs-I,2-Story,1973,CompShg,HdBoard,BrkFace,CBlock,525,59.4,GasA,Y,1092,0,0,1,1,3,6,Detchd,1,264,0,0,2,2007,WRD,113500
204,Two_Story_PUD_1946_and_Newer,F-PRD,2160,Twnhs-E,2-Story,1973,CompShg,HdBoard,BrkFace,CBlock,765,52.5,GasA,Y,1365,0,0,1,1,3,7,Attchd,2,440,1,0,6,2006,WRD,125500
205,Two_Story_PUD_1946_and_Newer,F-PRD,1680,Twnhs-I,2-Story,1973,CompShg,HdBoard,BrkFace,CBlock,483,94.8,GasA,Y,987,0,1,1,1,2,5,Detchd,1,264,0,0,2,2008,WRD,103400
206,Two_Story_PUD_1946_and_Newer,RM,1680,Twnhs-I,2-Story,1973,CompShg,HdBoard,BrkFace,CBlock,483,94.8,GasA,Y,987,0,1,1,1,2,5,Detchd,1,264,0,0,2,2008,WRD,103400
207,Two_Story_PUD_1946_and_Newer,F-PRD,1890,Twnhs-I,2-Story,1973,CompShg,HdBoard,BrkFace,CBlock,672,52.9,GasA,Y,1218,0,0,1,1,3,7,Detchd,1,264,0,0,5,2007,WRD,113000
208,Two_Story_PUD_1946_and_Newer,F-PRD,1953,Twnhs-I,2-Story,1973,CompShg,HdBoard,BrkFace,CBlock,483,63.9,GasA,Y,987,0,0,1,1,2,5,Detchd,1,264,0,0,6,2006,WRD,83000
209,Two_Story_PUD_1946_and_Newer,F-PRD,1680,Twnhs-I,2-Story,1973,CompShg,HdBoard,BrkFace,CBlock,483,68.3,GasA,Y,987,1,0,1,1,2,5,Detchd,1,264,0,0,11,2008,WRD,100000
210,Two_Story_PUD_1946_and_Newer,RM,1680,Twnhs-I,2-Story,1973,CompShg,HdBoard,BrkFace,CBlock,483,68.3,GasA,Y,987,1,0,1,1,2,5,Detchd,1,264,0,0,11,2008,WRD,100000
211,Two_Story_PUD_1946_and_Newer,F-PRD,1890,Twnhs-I,2-Story,1972,CompShg,HdBoard,BrkFace,CBlock,494,57,GasA,Y,1030,0,0,1,1,3,6,Detchd,1,264,0,0,7,2006,WRD,116000
212,Two_Story_PUD_1946_and_Newer,F-PRD,1890,Twnhs-I,2-Story,1972,CompShg,HdBoard,BrkFace,CBlock,483,100,GasA,Y,987,0,0,1,1,2,5,Detchd,1,352,0,0,4,2008,WRD,100500
213,Two_Story_PUD_1946_and_Newer,RM,1890,Twnhs-I,2-Story,1972,CompShg,HdBoard,BrkFace,CBlock,483,100,GasA,Y,987,0,0,1,1,2,5,Detchd,1,352,0,0,4,2008,WRD,100500
214,Two_Story_PUD_1946_and_Newer,F-PRD,2016,Twnhs-E,2-Story,1970,CompShg,HdBoard,BrkFace,CBlock,630,0,GasA,Y,1302,0,0,2,1,3,6,Detchd,2,440,0,0,4,2007,WRD,106000
215,Two_Story_PUD_1946_and_Newer,F-PRD,1869,Twnhs-I,2-Story,1970,CompShg,HdBoard,BrkFace,CBlock,483,66.4,GasA,Y,987,0,0,1,1,2,5,Detchd,1,280,0,0,9,2008,WRD,106000
216,Two_Story_PUD_1946_and_Newer,RM,1869,Twnhs-I,2-Story,1970,CompShg,HdBoard,BrkFace,CBlock,483,66.4,GasA,Y,987,0,0,1,1,2,5,Detchd,1,280,0,0,9,2008,WRD,106000
217,Two_Story_PUD_1946_and_Newer,F-PRD,1680,Twnhs-I,2-Story,1971,CompShg,HdBoard,BrkFace,CBlock,483,32.2,GasA,Y,987,0,0,1,1,2,5,Detchd,1,264,0,0,2,2010,COD,96000
218,Two_Story_PUD_1946_and_Newer,F-PRD,1680,Twnhs-I,2-Story,1971,CompShg,HdBoard,BrkFace,CBlock,525,57.1,GasA,Y,1092,0,0,1,1,3,6,Detchd,1,320,0,0,3,2010,WRD,105500
219,Two_Story_PUD_1946_and_Newer,F-PRD,1680,Twnhs-E,2-Story,1971,CompShg,HdBoard,BrkFace,CBlock,483,74.1,GasA,Y,987,0,0,1,1,2,5,Detchd,1,264,0,0,8,2008,WRD,89500
220,Two_Story_PUD_1946_and_Newer,RM,1680,Twnhs-E,2-Story,1971,CompShg,HdBoard,BrkFace,CBlock,483,74.1,GasA,Y,987,0,0,1,1,2,5,Detchd,1,264,0,0,8,2008,WRD,89500
221,Two_Story_PUD_1946_and_Newer,F-PRD,1680,Twnhs-I,2-Story,1972,CompShg,HdBoard,BrkFace,CBlock,483,57.1,GasA,Y,948,0,0,1,1,2,5,Detchd,1,264,0,0,7,2006,WRD,89000
222,Two_Story_PUD_1946_and_Newer,F-PRD,1680,Twnhs-I,2-Story,1972,CompShg,HdBoard,BrkFace,CBlock,525,72.7,GasA,Y,1092,0,0,1,1,3,6,Detchd,1,264,0,0,10,2006,WRD,108000
223,Two_Story_PUD_1946_and_Newer,F-PRD,1680,Twnhs-I,2-Story,1972,CompShg,HdBoard,BrkFace,CBlock,483,0,GasA,Y,987,0,0,1,1,2,5,Attchd,1,288,1,0,6,2006,WRD,94500
224,Two_Story_PUD_1946_and_Newer,F-PRD,1680,Twnhs-I,2-Story,1972,CompShg,HdBoard,BrkFace,CBlock,630,55.5,GasA,Y,1302,0,0,2,1,3,6,Detchd,1,264,0,0,12,2008,WRD,111750
225,Two_Story_PUD_1946_and_Newer,RM,1680,Twnhs-I,2-Story,1972,CompShg,HdBoard,BrkFace,CBlock,630,55.5,GasA,Y,1302,0,0,2,1,3,6,Detchd,1,264,0,0,12,2008,WRD,111750
226,Two_Story_PUD_1946_and_Newer,RM,1680,Twnhs-I,2-Story,1972,CompShg,CemntBd,BrkFace,CBlock,630,36.6,GasA,Y,1302,0,0,2,1,3,6,Detchd,1,264,0,0,2,2009,WRD,119500
227,One_Story_PUD_1946_and_Newer,F-PRD,4043,Twnhs-E,1-Story,1975,CompShg,Plywood,None,CBlock,1069,82.6,GasA,Y,1069,0,1,2,0,2,4,Attchd,2,440,1,0,7,2006,WRD,146300
228,One_Story_PUD_1946_and_Newer,F-PRD,4928,Twnhs-E,1-Story,1976,CompShg,Plywood,None,CBlock,1078,11.1,GasA,Y,958,0,0,2,0,2,5,Attchd,2,440,1,0,2,2007,WRD,128000
229,One_Story_PUD_1946_and_Newer,F-PRD,4043,Twnhs-E,1-Story,1977,CompShg,Plywood,None,CBlock,1069,33.6,GasA,Y,1069,0,0,2,0,2,4,Attchd,2,440,1,0,7,2010,COD,127500
230,One_Story_1946_and_Newer_All_Styles,RL,7514,1FamDet,1-Story,1967,CompShg,MetalSd,None,CBlock,943,51,GasA,Y,1387,1,0,1,0,3,6,Attchd,1,300,1,0,9,2006,WRD,145000
231,Split_Foyer,RL,7838,1FamDet,S/Foyer,1967,CompShg,HdBoard,None,CBlock,864,89.0046296296296,GasA,Y,900,1,0,1,0,3,6,Attchd,1,288,1,0,12,2006,WRD,123000
232,One_Story_PUD_1946_and_Newer,F-PRD,2280,Twnhs-I,1-Story,1976,CompShg,Plywood,None,CBlock,1055,58,GasA,Y,1055,1,0,2,0,2,4,Attchd,1,319,0,0,4,2006,WRD,137500
233,Two_Story_PUD_1946_and_Newer,F-PRD,2280,Twnhs-I,2-Story,1975,CompShg,Plywood,None,CBlock,855,60.1,GasA,Y,1456,0,0,2,1,3,6,Attchd,2,440,1,0,6,2010,WRD,149900
234,One_Story_PUD_1946_and_Newer,F-PRD,2280,Twnhs-I,1-Story,1975,CompShg,Plywood,None,CBlock,836,0,GasA,Y,836,0,0,1,0,2,4,Attchd,1,308,0,0,6,2010,WRD,120000
235,Two_Story_PUD_1946_and_Newer,F-PRD,2308,Twnhs-E,2-Story,1975,CompShg,Plywood,None,CBlock,855,67.8,GasA,Y,1456,0,0,2,1,4,7,Attchd,2,460,0,0,5,2008,WRD,143000
236,Two_Story_PUD_1946_and_Newer,RL,2308,Twnhs-E,2-Story,1975,CompShg,Plywood,None,CBlock,855,67.8,GasA,Y,1456,0,0,2,1,4,7,Attchd,2,460,0,0,5,2008,WRD,143000
237,One_Story_PUD_1946_and_Newer,F-PRD,2529,Twnhs-I,1-Story,1977,CompShg,Plywood,None,CBlock,1055,35.8,GasA,Y,1055,0,0,2,0,2,4,Attchd,2,440,0,0,9,2008,WRD,148500
238,One_Story_PUD_1946_and_Newer,RL,2529,Twnhs-I,1-Story,1977,CompShg,Plywood,None,CBlock,1055,35.8,GasA,Y,1055,0,0,2,0,2,4,Attchd,2,440,0,0,9,2008,WRD,148500
239,Two_Story_PUD_1946_and_Newer,F-PRD,2280,Twnhs-I,2-Story,1978,CompShg,Plywood,None,CBlock,855,36.3,GasA,Y,1456,0,0,2,1,3,7,Attchd,2,440,1,0,7,2010,WRD,146000
240,One_Story_PUD_1946_and_Newer,F-PRD,2304,Twnhs-I,1-Story,1978,CompShg,Plywood,None,CBlock,1061,60.1,GasA,Y,1055,0,0,2,0,2,4,Attchd,1,319,0,0,4,2007,WRD,142500
